gene,compare,medianP,meanlogFC,cvFC,DEGtype,Gene_Name,entrezgene_id,description,biotype
ENSG00000112394,D5/D6,0.000373,-0.93,29.97,non-DEG,SLC16A10,117247,solute carrier family 16 member 10,Protein coding
ENSG00000175048,D5/D6,0.000217,-0.93,15.37,non-DEG,ZDHHC14,79683,zinc finger DHHC-type containing 14,Protein coding
ENSG00000263813,D5/D6,0.0271,0.93,20.42,non-DEG,MIR3679,100500878,microRNA 3679,ncRNA
ENSG00000117016,D5/D6,1.6e-06,-0.929,5.77,non-DEG,RIMS3,9783,regulating synaptic membrane exocytosis 3,Protein coding
ENSG00000117595,D5/D6,0.0345,-0.929,35.68,non-DEG,IRF6,3664,interferon regulatory factor 6,Protein coding
ENSG00000110848,D5/D6,2.75e-07,-0.928,4.59,non-DEG,CD69,969,CD69 molecule,Protein coding
ENSG00000197712,D5/D6,3.92e-05,-0.928,7.93,non-DEG,FAM114A1,92689,family with sequence similarity 114 member A1,Protein coding
ENSG00000236946,D5/D6,0.00358,-0.928,25.83,down-regulate,HNRNPA1P70,,heterogeneous nuclear ribonucleoprotein A1 pseudogene 70,Pseudogene
ENSG00000138698,D5/D6,3.05e-06,0.927,5.24,non-DEG,RAP1GDS1,5910,Rap1 GTPase-GDP dissociation stimulator 1,Protein coding
ENSG00000250645,D5/D6,0.0308,-0.927,23.34,non-DEG,AC010442.2,,"family with sequence similarity 136, member A (FAM136A) pseudogene",Pseudogene
ENSG00000275178,D5/D6,0.0138,0.927,58.69,non-DEG,AC018529.1,,"novel transcript, antisense to MBP",lncRNA
ENSG00000066294,D5/D6,7.51e-07,-0.926,6.13,non-DEG,CD84,8832,CD84 molecule,Protein coding
ENSG00000137177,D5/D6,1.16e-05,0.925,12.19,non-DEG,KIF13A,63971,kinesin family member 13A,Protein coding
ENSG00000214999,D5/D6,0.00346,0.925,12.93,non-DEG,AC129492.1,107985075,"novel transcript, antisense to ALOX12B",lncRNA
ENSG00000281376,D5/D6,0.000377,-0.925,23.53,down-regulate,ABALON,103021294,apoptotic BCL2L1-antisense long non-coding RNA,lncRNA
ENSG00000118263,D5/D6,6.05e-06,-0.924,13.97,non-DEG,KLF7,8609,Kruppel like factor 7,Protein coding
ENSG00000170190,D5/D6,0.000109,0.924,11.7,up-regulate,SLC16A5,9121,solute carrier family 16 member 5,Protein coding
ENSG00000174028,D5/D6,0.00561,-0.924,20.26,non-DEG,FAM3C2,,family with sequence similarity 3 member C2 (pseudogene),Pseudogene
ENSG00000175471,D5/D6,2.08e-07,0.924,5.18,non-DEG,MCTP1,79772,multiple C2 and transmembrane domain containing 1,Protein coding
ENSG00000167703,D5/D6,5.45e-05,-0.923,12.99,non-DEG,SLC43A2,124935,solute carrier family 43 member 2,Protein coding
ENSG00000170689,D5/D6,1.65e-05,0.923,11.9,non-DEG,HOXB9,3219,homeobox B9,Protein coding
ENSG00000255151,D5/D6,0.00753,-0.923,19.42,down-regulate,GLYATL1B,100287520,glycine-N-acyltransferase like 1B,Protein coding
ENSG00000283294,D5/D6,0.0348,-0.923,34.24,non-DEG,AP005212.4,,novel transcript,lncRNA
ENSG00000116132,D5/D6,0.0686,-0.922,57.62,down-regulate,PRRX1,5396,paired related homeobox 1,Protein coding
ENSG00000128342,D5/D6,0.00018,-0.922,13.99,non-DEG,LIF,3976,LIF interleukin 6 family cytokine,Protein coding
ENSG00000165959,D5/D6,2.52e-05,0.922,7.87,non-DEG,CLMN,79789,calmin,Protein coding
ENSG00000172264,D5/D6,0.134,-0.922,43.8,down-regulate,MACROD2,140733,mono-ADP ribosylhydrolase 2,Protein coding
ENSG00000188282,D5/D6,4.45e-05,-0.922,14.67,non-DEG,RUFY4,285180,RUN and FYVE domain containing 4,Protein coding
ENSG00000240024,D5/D6,0.00181,-0.922,23.42,down-regulate,LINC00888,100505687,long intergenic non-protein coding RNA 888,Pseudogene
ENSG00000114480,D5/D6,1.58e-07,-0.921,3.38,non-DEG,GBE1,2632,"1,4-alpha-glucan branching enzyme 1",Protein coding
ENSG00000125245,D5/D6,0.0028,0.921,26.41,up-regulate,GPR18,2841,G protein-coupled receptor 18,Protein coding
ENSG00000130066,D5/D6,5.94e-07,-0.921,5.9,non-DEG,SAT1,6303,spermidine/spermine N1-acetyltransferase 1,Protein coding
ENSG00000188191,D5/D6,4.49e-06,0.921,8,non-DEG,PRKAR1B,5575,protein kinase cAMP-dependent type I regulatory subunit beta,Protein coding
ENSG00000245552,D5/D6,0.0117,-0.921,20.33,down-regulate,AP000787.1,101929295,"novel transcript, antisense to SESN3",lncRNA
ENSG00000270115,D5/D6,0.0177,0.921,37.82,non-DEG,AL513327.3,,novel transcript,lncRNA
ENSG00000271991,D5/D6,0.0581,-0.921,33.86,non-DEG,AC013400.1,,novel transcript,lncRNA
ENSG00000091436,D5/D6,1.89e-05,-0.919,10.81,non-DEG,MAP3K20,51776,mitogen-activated protein kinase kinase kinase 20,Protein coding
ENSG00000160190,D5/D6,1.01e-06,-0.919,4.98,non-DEG,SLC37A1,54020,solute carrier family 37 member 1,Protein coding
ENSG00000188636,D5/D6,1.65e-05,0.919,6.76,non-DEG,RTL6,84247,retrotransposon Gag like 6,Protein coding
ENSG00000220008,D5/D6,0.000837,-0.919,90.28,down-regulate,LINGO3,645191,leucine rich repeat and Ig domain containing 3,Protein coding
ENSG00000167971,D5/D6,0.0165,0.918,42.74,non-DEG,CASKIN1,57524,CASK interacting protein 1,Protein coding
ENSG00000213413,D5/D6,0.0112,-0.918,27.79,non-DEG,PVRIG,79037,PVR related immunoglobulin domain containing,Protein coding
ENSG00000233148,D5/D6,0.0461,-0.918,28.03,non-DEG,SYF2P2,,SYF2 pre-mRNA splicing factor pseudogene 2,Pseudogene
ENSG00000237217,D5/D6,0.123,0.918,44.44,non-DEG,AC008074.2,,novel pseudogene,Pseudogene
ENSG00000257127,D5/D6,0.000235,-0.918,8.01,non-DEG,CLLU1,574028,chronic lymphocytic leukemia up-regulated 1,lncRNA
ENSG00000166342,D5/D6,0.000381,-0.917,13.6,non-DEG,NETO1,81832,neuropilin and tolloid like 1,Protein coding
ENSG00000222041,D5/D6,0.000944,-0.917,7.07,non-DEG,CYTOR,112597,cytoskeleton regulator RNA,lncRNA
ENSG00000224769,D5/D6,0.0154,-0.917,98.1,down-regulate,MUC20P1,,"mucin 20, cell surface associated pseudogene 1",Pseudogene
ENSG00000232043,D5/D6,6.99e-05,-0.917,20.19,non-DEG,AL133230.1,,"novel transcript, antisense to PTPN1",lncRNA
ENSG00000259704,D5/D6,0.0762,-0.917,51.35,non-DEG,AC124248.1,105370969,"novel transcript, sense overlapping 3' UTR of BLM",lncRNA
ENSG00000092421,D5/D6,0.000208,-0.916,15.95,non-DEG,SEMA6A,57556,semaphorin 6A,Protein coding
ENSG00000176268,D5/D6,0.115,-0.916,47.57,non-DEG,CYCSP34,,CYCS pseudogene 34,Pseudogene
ENSG00000181788,D5/D6,4.46e-07,0.916,5.56,non-DEG,SIAH2,6478,siah E3 ubiquitin protein ligase 2,Protein coding
ENSG00000213046,D5/D6,0.00147,0.916,16.5,non-DEG,EEF1A1P32,,eukaryotic translation elongation factor 1 alpha 1 pseudogene 32,Pseudogene
ENSG00000235128,D5/D6,0.00524,0.916,22.46,non-DEG,AC013474.1,,novel pseudogene,Pseudogene
ENSG00000278996,D5/D6,0.00375,-0.916,34,down-regulate,FP671120.1,,novel transcript,lncRNA
ENSG00000244534,D5/D6,0.0205,-0.915,33.9,down-regulate,RN7SL211P,,"RNA, 7SL, cytoplasmic 211, pseudogene",ncRNA
ENSG00000119630,D5/D6,0.00374,-0.914,15.97,non-DEG,PGF,5228,placental growth factor,Protein coding
ENSG00000138101,D5/D6,6.96e-06,-0.914,7.01,non-DEG,DTNB,1838,dystrobrevin beta,Protein coding
ENSG00000162783,D5/D6,7.82e-07,-0.914,6.45,non-DEG,IER5,51278,immediate early response 5,Protein coding
ENSG00000166886,D5/D6,0.00024,0.914,16.52,up-regulate,NAB2,4665,NGFI-A binding protein 2,Protein coding
ENSG00000106484,D5/D6,0.000488,0.913,10.21,non-DEG,MEST,4232,mesoderm specific transcript,Protein coding
ENSG00000164949,D5/D6,0.000588,-0.913,12.05,non-DEG,GEM,2669,GTP binding protein overexpressed in skeletal muscle,Protein coding
ENSG00000183092,D5/D6,0.0535,0.913,93.33,non-DEG,BEGAIN,57596,brain enriched guanylate kinase associated,Protein coding
ENSG00000226751,D5/D6,0.026,-0.913,47,non-DEG,AF127936.1,,,
ENSG00000241769,D5/D6,0.00139,-0.913,20.53,down-regulate,LINC00893,100131434,long intergenic non-protein coding RNA 893,lncRNA
ENSG00000134202,D5/D6,0.000344,-0.911,10.61,non-DEG,GSTM3,2947,glutathione S-transferase mu 3,Protein coding
ENSG00000182162,D5/D6,4.14e-08,-0.911,3.72,non-DEG,P2RY8,286530,P2Y receptor family member 8,Protein coding
ENSG00000259709,D5/D6,0.0111,0.911,22.91,up-regulate,AC023906.4,,"novel transcript, antisense to GNB5",lncRNA
ENSG00000261959,D5/D6,0.0705,-0.911,51.69,non-DEG,AC015909.3,,"novel transcript, antisense to SGCA",lncRNA
ENSG00000064989,D5/D6,0.000188,-0.91,8.97,non-DEG,CALCRL,10203,calcitonin receptor like receptor,Protein coding
ENSG00000233012,D5/D6,0.0315,0.91,28.18,non-DEG,HDAC1P2,,histone deacetylase 1 pseudogene 2,Pseudogene
ENSG00000259845,D5/D6,0.0544,-0.91,37.47,non-DEG,HERC2P10,,hect domain and RLD 2 pseudogene 10,Pseudogene
ENSG00000180543,D5/D6,1.25e-06,0.909,4.66,non-DEG,TSPYL5,85453,TSPY like 5,Protein coding
ENSG00000205057,D5/D6,0.00051,-0.909,9.74,non-DEG,CLLU1OS,574016,chronic lymphocytic leukemia up-regulated 1 opposite strand,Protein coding
ENSG00000229619,D5/D6,0.000205,-0.909,24.23,down-regulate,MBNL1-AS1,401093,MBNL1 antisense RNA 1,lncRNA
ENSG00000233816,D5/D6,0.00136,-0.909,19.43,down-regulate,IFNA13,3447,interferon alpha 13,Protein coding
ENSG00000275302,D5/D6,1.17e-05,0.909,10.7,non-DEG,CCL4,6351,C-C motif chemokine ligand 4,Protein coding
ENSG00000163683,D5/D6,5.84e-07,0.908,4.83,non-DEG,SMIM14,201895,small integral membrane protein 14,Protein coding
ENSG00000187510,D5/D6,0.00275,-0.908,22.55,down-regulate,PLEKHG7,440107,pleckstrin homology and RhoGEF domain containing G7,Protein coding
ENSG00000204802,D5/D6,0.00519,0.908,52.23,non-DEG,AL590399.1,,novel transcript,lncRNA
ENSG00000233903,D5/D6,0.00594,0.908,12.74,non-DEG,Z83851.1,,,
ENSG00000259705,D5/D6,0.0158,-0.907,35.07,down-regulate,AC084757.3,,novel transcript,lncRNA
ENSG00000069966,D5/D6,3.43e-06,0.906,6.33,non-DEG,GNB5,10681,G protein subunit beta 5,Protein coding
ENSG00000100285,D5/D6,0.00171,-0.906,17.31,non-DEG,NEFH,4744,neurofilament heavy,Protein coding
ENSG00000253598,D5/D6,0.000421,0.906,11.64,non-DEG,SLC10A5,347051,solute carrier family 10 member 5,Protein coding
ENSG00000258914,D5/D6,0.0495,0.905,34.95,non-DEG,AL132712.2,,,
ENSG00000144452,D5/D6,0.000481,0.904,14.33,non-DEG,ABCA12,26154,ATP binding cassette subfamily A member 12,Protein coding
ENSG00000179604,D5/D6,7.15e-05,-0.903,14.46,non-DEG,CDC42EP4,23580,CDC42 effector protein 4,Protein coding
ENSG00000223870,D5/D6,0.0195,-0.903,30.63,down-regulate,AP000233.1,,novel transcript,lncRNA
ENSG00000105792,D5/D6,0.129,-0.902,32.63,non-DEG,CFAP69,79846,cilia and flagella associated protein 69,Protein coding
ENSG00000107864,D5/D6,0.000774,-0.902,10.99,non-DEG,CPEB3,22849,cytoplasmic polyadenylation element binding protein 3,Protein coding
ENSG00000115896,D5/D6,0.00156,-0.902,12.05,non-DEG,PLCL1,5334,phospholipase C like 1 (inactive),Protein coding
ENSG00000173599,D5/D6,0.000459,0.902,13.98,up-regulate,PC,5091,pyruvate carboxylase,Protein coding
ENSG00000215769,D5/D6,0.00652,0.902,19.68,up-regulate,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,"ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene",lncRNA
ENSG00000255237,D5/D6,0.0418,0.902,42.02,non-DEG,AC138230.1,,novel transcript,lncRNA
ENSG00000260807,D5/D6,0.0125,0.902,33.04,non-DEG,AC009041.2,115804232,cytoplasmic endogenous regulator of oxidative phosphorylation 1,lncRNA
ENSG00000275645,D5/D6,0.0416,0.902,44.45,non-DEG,AC068338.3,,"novel transcript, antisense to NEIL1",lncRNA
ENSG00000114107,D5/D6,0.000165,-0.901,11.25,non-DEG,CEP70,80321,centrosomal protein 70,Protein coding
ENSG00000162337,D5/D6,2.88e-06,0.901,6.37,non-DEG,LRP5,4041,LDL receptor related protein 5,Protein coding
ENSG00000214113,D5/D6,0.00395,0.901,14.28,non-DEG,LYRM4,57128,LYR motif containing 4,Protein coding
ENSG00000236467,D5/D6,0.0361,-0.901,37.48,down-regulate,KCNMA1-AS1,101929328,KCNMA1 antisense RNA 1,lncRNA
ENSG00000249112,D5/D6,0.0102,0.901,32.7,non-DEG,AC112196.1,,"novel transcript, antisense to ZNF608",lncRNA
ENSG00000026103,D5/D6,7.37e-05,-0.9,11.07,non-DEG,FAS,355,Fas cell surface death receptor,Protein coding
ENSG00000100626,D5/D6,0.0355,-0.9,43.11,non-DEG,GALNT16,57452,polypeptide N-acetylgalactosaminyltransferase 16,Protein coding
ENSG00000119508,D5/D6,0.000233,-0.9,12.22,non-DEG,NR4A3,8013,nuclear receptor subfamily 4 group A member 3,Protein coding
ENSG00000135378,D5/D6,8.04e-06,-0.9,7.03,non-DEG,PRRG4,79056,proline rich and Gla domain 4,Protein coding
ENSG00000148426,D5/D6,0.0037,-0.9,16.59,non-DEG,PROSER2,254427,proline and serine rich 2,Protein coding
ENSG00000198934,D5/D6,0.00184,0.9,20.25,non-DEG,MAGEE1,57692,MAGE family member E1,Protein coding
ENSG00000100368,D5/D6,2.23e-06,-0.899,11.55,non-DEG,CSF2RB,1439,colony stimulating factor 2 receptor beta common subunit,Protein coding
ENSG00000160145,D5/D6,0.0041,-0.899,17.98,non-DEG,KALRN,8997,kalirin RhoGEF kinase,Protein coding
ENSG00000183310,D5/D6,0.00852,-0.899,17.36,down-regulate,OR2T34,127068,olfactory receptor family 2 subfamily T member 34,Protein coding
ENSG00000204128,D5/D6,0.0504,-0.899,37.39,non-DEG,C2orf72,257407,chromosome 2 open reading frame 72,Protein coding
ENSG00000100558,D5/D6,0.0461,0.898,39.15,non-DEG,PLEK2,26499,pleckstrin 2,Protein coding
ENSG00000110944,D5/D6,0.000343,-0.898,10.76,non-DEG,IL23A,51561,interleukin 23 subunit alpha,Protein coding
ENSG00000116985,D5/D6,4.5e-05,0.898,12.08,up-regulate,BMP8B,656,bone morphogenetic protein 8b,Protein coding
ENSG00000165895,D5/D6,0.000567,0.898,10.52,non-DEG,ARHGAP42,143872,Rho GTPase activating protein 42,Protein coding
ENSG00000112299,D5/D6,0.0442,-0.897,34.79,non-DEG,VNN1,8876,vanin 1,Protein coding
ENSG00000198680,D5/D6,0.0228,0.897,41.97,non-DEG,TUSC1,286319,tumor suppressor candidate 1,Protein coding
ENSG00000258667,D5/D6,0.0323,-0.897,27.78,non-DEG,HIF1A-AS2,105370526,HIF1A antisense RNA 3,lncRNA
ENSG00000280231,D5/D6,0.0136,0.896,22.55,up-regulate,AL031719.2,,tec,TEC
ENSG00000139117,D5/D6,1.25e-05,-0.895,7.76,non-DEG,CPNE8,144402,copine 8,Protein coding
ENSG00000167751,D5/D6,0.005,0.895,24.57,up-regulate,KLK2,3817,kallikrein related peptidase 2,Protein coding
ENSG00000183287,D5/D6,0.0214,-0.895,66.34,down-regulate,CCBE1,147372,collagen and calcium binding EGF domains 1,Protein coding
ENSG00000268061,D5/D6,0.00143,-0.895,16.02,down-regulate,NAPA-AS1,100505681,NAPA antisense RNA 1,lncRNA
ENSG00000269911,D5/D6,0.0342,0.895,29.28,non-DEG,FAM226B,,family with sequence similarity 226 member B,lncRNA
ENSG00000070404,D5/D6,0.0286,-0.894,19.25,non-DEG,FSTL3,10272,follistatin like 3,Protein coding
ENSG00000188886,D5/D6,0.0121,-0.894,22.85,down-regulate,ASTL,431705,astacin like metalloendopeptidase,Protein coding
ENSG00000100439,D5/D6,8.64e-06,-0.893,6.91,non-DEG,ABHD4,63874,abhydrolase domain containing 4,Protein coding
ENSG00000119042,D5/D6,0.0349,0.893,31.07,non-DEG,SATB2,23314,SATB homeobox 2,Protein coding
ENSG00000141391,D5/D6,0.00033,0.893,10.13,non-DEG,PRELID3A,10650,PRELI domain containing 3A,Protein coding
ENSG00000144619,D5/D6,0.0186,0.893,73.66,non-DEG,CNTN4,152330,contactin 4,Protein coding
ENSG00000256640,D5/D6,0.0046,-0.893,48.91,non-DEG,AC023051.2,,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial (ECHDC2) pseudogene",Pseudogene
ENSG00000138115,D5/D6,0.0361,-0.892,34.25,non-DEG,CYP2C8,1558,cytochrome P450 family 2 subfamily C member 8,Protein coding
ENSG00000139793,D5/D6,5.57e-05,-0.892,12.77,non-DEG,MBNL2,10150,muscleblind like splicing regulator 2,Protein coding
ENSG00000171916,D5/D6,0.063,-0.892,30.36,non-DEG,LGALS9C,654346,galectin 9C,Protein coding
ENSG00000231233,D5/D6,0.0425,-0.892,34.59,down-regulate,CFAP58-DT,,CFAP58 divergent transcript,lncRNA
ENSG00000233922,D5/D6,1.25e-05,0.892,7.25,non-DEG,LINC01694,105372840,long intergenic non-protein coding RNA 1694,lncRNA
ENSG00000272745,D5/D6,0.0528,0.892,38.71,non-DEG,AC004948.1,,novel transcript,lncRNA
ENSG00000277959,D5/D6,0.0472,-0.892,29.32,non-DEG,AL162274.2,,"novel transcript, antisense to BNIP3",lncRNA
ENSG00000100678,D5/D6,0.000168,-0.891,12.31,non-DEG,SLC8A3,6547,solute carrier family 8 member A3,Protein coding
ENSG00000263327,D5/D6,0.000327,0.891,33.81,non-DEG,TAPT1-AS1,,TAPT1 antisense RNA 1 (head to head),lncRNA
ENSG00000105676,D5/D6,7.49e-05,0.89,7.54,non-DEG,ARMC6,93436,armadillo repeat containing 6,Protein coding
ENSG00000154134,D5/D6,5.5e-05,0.89,8.88,non-DEG,ROBO3,64221,roundabout guidance receptor 3,Protein coding
ENSG00000249717,D5/D6,0.0202,0.89,31.42,non-DEG,AC110760.2,100507388,novel transcript,lncRNA
ENSG00000284471,D5/D6,0.0139,-0.89,21.55,non-DEG,CR769775.4,100132874,TEC,TEC
ENSG00000285244,D5/D6,0.013,-0.89,15.88,non-DEG,DINOL,108783646,damage induced long noncoding RNA,lncRNA
ENSG00000267454,D5/D6,0.0331,-0.889,27.27,non-DEG,ZNF582-AS1,386758,ZNF582 antisense RNA 1 (head to head),lncRNA
ENSG00000260664,D5/D6,0.0375,-0.888,33.81,non-DEG,AC004158.1,,novel transcript,lncRNA
ENSG00000106003,D5/D6,0.0161,-0.887,28.69,non-DEG,LFNG,3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,Protein coding
ENSG00000141526,D5/D6,1.09e-05,-0.887,8.45,non-DEG,SLC16A3,9123,solute carrier family 16 member 3,Protein coding
ENSG00000151320,D5/D6,0.00185,0.887,22.18,non-DEG,AKAP6,9472,A-kinase anchoring protein 6,Protein coding
ENSG00000163116,D5/D6,0.0787,0.887,23.91,non-DEG,STPG2,285555,sperm tail PG-rich repeat containing 2,Protein coding
ENSG00000184709,D5/D6,0.0118,-0.887,25.8,non-DEG,LRRC26,389816,leucine rich repeat containing 26,Protein coding
ENSG00000211880,D5/D6,0.0266,-0.886,30.37,non-DEG,TRAJ9,,T cell receptor alpha joining 9,TR gene
ENSG00000235688,D5/D6,0.0467,0.886,23.95,non-DEG,AC116614.1,,SNTG2 antisense RNA 1,lncRNA
ENSG00000244278,D5/D6,0.0158,-0.886,18.82,non-DEG,AP000235.1,,novel transcript,lncRNA
ENSG00000272967,D5/D6,0.089,-0.886,31.69,non-DEG,AC073352.2,,"novel transcript, antisense to ADPRH",lncRNA
ENSG00000078589,D5/D6,2.56e-05,-0.884,6.87,non-DEG,P2RY10,27334,P2Y receptor family member 10,Protein coding
ENSG00000103067,D5/D6,0.00574,0.884,27.99,up-regulate,ESRP2,80004,epithelial splicing regulatory protein 2,Protein coding
ENSG00000228903,D5/D6,0.000205,0.884,9.35,non-DEG,RASA4CP,,"RAS p21 protein activator 4C, pseudogene",Pseudogene
ENSG00000261804,D5/D6,0.0123,-0.884,22.41,non-DEG,AC007342.4,,novel transcript,lncRNA
ENSG00000156299,D5/D6,0.00307,-0.883,16.57,non-DEG,TIAM1,7074,TIAM Rac1 associated GEF 1,Protein coding
ENSG00000059728,D5/D6,0.106,0.882,67.46,non-DEG,MXD1,4084,MAX dimerization protein 1,Protein coding
ENSG00000124194,D5/D6,0.0429,-0.882,33.58,non-DEG,GDAP1L1,78997,ganglioside induced differentiation associated protein 1 like 1,Protein coding
ENSG00000204856,D5/D6,1.38e-05,0.882,8.5,non-DEG,FAM216A,29902,family with sequence similarity 216 member A,Protein coding
ENSG00000225886,D5/D6,0.00765,-0.882,23.7,down-regulate,AL445490.1,,"novel transcript, antisense to IFI6",lncRNA
ENSG00000272463,D5/D6,0.00104,0.882,14.53,non-DEG,AL357054.4,,novel transcript,lncRNA
ENSG00000016391,D5/D6,1.24e-06,0.881,5.39,non-DEG,CHDH,55349,choline dehydrogenase,Protein coding
ENSG00000151474,D5/D6,2.68e-06,0.881,8.86,non-DEG,FRMD4A,55691,FERM domain containing 4A,Protein coding
ENSG00000152217,D5/D6,4.77e-05,-0.881,9.32,non-DEG,SETBP1,26040,SET binding protein 1,Protein coding
ENSG00000258288,D5/D6,0.0351,0.881,16.02,non-DEG,NENFP2,,neudesin neurotrophic factor pseudogene 2,Pseudogene
ENSG00000265912,D5/D6,0.0188,0.881,21.71,non-DEG,AC037487.1,,novel transcript,lncRNA
ENSG00000105877,D5/D6,0.00785,0.88,27.4,up-regulate,DNAH11,8701,dynein axonemal heavy chain 11,Protein coding
ENSG00000197182,D5/D6,7.7e-05,0.88,11.74,non-DEG,MIRLET7BHG,400931,MIRLET7B host gene,lncRNA
ENSG00000259735,D5/D6,0.00484,0.88,15.42,non-DEG,AC092868.2,,"novel transcript, sense intronic to MYO1E",lncRNA
ENSG00000151704,D5/D6,0.0793,-0.879,35.75,non-DEG,KCNJ1,3758,potassium inwardly rectifying channel subfamily J member 1,Protein coding
ENSG00000163328,D5/D6,8.73e-05,-0.879,20.37,non-DEG,GPR155,151556,G protein-coupled receptor 155,Protein coding
ENSG00000184408,D5/D6,2.87e-06,0.879,20.4,up-regulate,KCND2,3751,potassium voltage-gated channel subfamily D member 2,Protein coding
ENSG00000011422,D5/D6,0.00726,-0.878,36.07,non-DEG,PLAUR,5329,"plasminogen activator, urokinase receptor",Protein coding
ENSG00000173218,D5/D6,0.00184,0.878,31.64,up-regulate,VANGL1,81839,VANGL planar cell polarity protein 1,Protein coding
ENSG00000184515,D5/D6,0.03,-0.878,17.95,non-DEG,BEX5,340542,brain expressed X-linked 5,Protein coding
ENSG00000031081,D5/D6,2.6e-07,-0.877,4.3,non-DEG,ARHGAP31,57514,Rho GTPase activating protein 31,Protein coding
ENSG00000124772,D5/D6,2.17e-06,-0.877,4.55,non-DEG,CPNE5,57699,copine 5,Protein coding
ENSG00000132965,D5/D6,2.92e-06,-0.877,7.06,non-DEG,ALOX5AP,241,arachidonate 5-lipoxygenase activating protein,Protein coding
ENSG00000137501,D5/D6,0.00545,-0.877,28.71,down-regulate,SYTL2,54843,synaptotagmin like 2,Protein coding
ENSG00000184164,D5/D6,1.24e-05,-0.877,6.39,non-DEG,CRELD2,79174,cysteine rich with EGF like domains 2,Protein coding
ENSG00000233308,D5/D6,0.00311,-0.877,13.8,non-DEG,OSTN-AS1,106480738,OSTN antisense RNA 1,lncRNA
ENSG00000258405,D5/D6,0.0107,0.877,26.1,non-DEG,ZNF578,147660,zinc finger protein 578,Protein coding
ENSG00000137094,D5/D6,0.0199,-0.876,27.44,non-DEG,DNAJB5,25822,DnaJ heat shock protein family (Hsp40) member B5,Protein coding
ENSG00000173334,D5/D6,2.63e-06,-0.876,7.76,non-DEG,TRIB1,10221,tribbles pseudokinase 1,Protein coding
ENSG00000229931,D5/D6,0.000241,-0.876,17.7,non-DEG,AL137003.1,,ATXN1 antisense RNA 1,lncRNA
ENSG00000237111,D5/D6,0.000352,-0.876,13.97,non-DEG,IGHJ3P,,immunoglobulin heavy joining 3P (pseudogene),Pseudogene
ENSG00000270120,D5/D6,0.00996,-0.876,17.27,non-DEG,AC007728.3,,novel transcript,lncRNA
ENSG00000068615,D5/D6,0.00281,0.875,36.26,non-DEG,REEP1,65055,receptor accessory protein 1,Protein coding
ENSG00000116329,D5/D6,0.034,-0.874,94.65,non-DEG,OPRD1,4985,opioid receptor delta 1,Protein coding
ENSG00000164620,D5/D6,7.79e-05,0.874,13.61,up-regulate,RELL2,285613,RELT like 2,Protein coding
